mgi_symbol,id,ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,strand,start_position,end_position,gene_biotype,M356URE.Mdmx,M358URE,M372URE,M373URE,M381URE.Mdmx,M384URE.Mdmx,neglog10_padj,n_samples_above0,is_surface,CSPA_category,UP_Protein_name,CD
Lpar2,ENSMUSG00000031861.15,ENSMUSG00000031861,163.7477766,-0.025168226,1.566784153,-0.016063621,0.987183636,0.997191014,8,1,69822429,69831102,protein_coding,237.2976904,145.286372,304.0639818,47.59663475,244.7724035,0,0.00122164371399019,5,TRUE,1 - high confidence,Lysophosphatidic acid receptor 2,no
Lpar4,ENSMUSG00000049929.7,ENSMUSG00000049929,46.79248122,0.704783392,1.237977405,0.569302306,0.569151002,0.839415516,X,1,106920625,106933900,protein_coding,124.7852449,6.557997739,46.2899327,54.87619429,27.72206044,20.28689939,0.0760230074250976,6,TRUE,1 - high confidence,Lysophosphatidic acid receptor 4,no
Lpar6,ENSMUSG00000033446.7,ENSMUSG00000033446,862.8616464,0.632327738,0.448934691,1.408507185,0.158980941,0.482792089,14,1,73237895,73243294,protein_coding,987.9405128,472.0214626,893.2644526,683.0837592,639.7331175,1493.041013,0.316239854837727,6,TRUE,1 - high confidence,Lysophosphatidic acid receptor 6,no
Lpl,ENSMUSG00000015568.16,ENSMUSG00000015568,165.0191739,-1.024593075,0.991392121,-1.033489225,0.30137501,0.64972646,8,1,68880491,68907448,protein_coding,146.0368774,270.4442937,35.15133033,375.7828781,32.49352052,146.1734009,0.187269446305288,6,TRUE,1 - high confidence,Lipoprotein lipase,no
Lrfn4,ENSMUSG00000045045.7,ENSMUSG00000045045,20.67652794,1.573547021,3.094485933,0.508500298,0.61110253,0.861292155,19,-1,4611785,4615667,protein_coding,52.83058172,0,30.8802835,0,39.20399127,0,0.0648495084969708,3,TRUE,1 - high confidence,Leucine-rich repeat and fibronectin type-III domain-containing protein 4,no
Lrig1,ENSMUSG00000030029.14,ENSMUSG00000030029,34.29860674,-1.653064376,1.942426259,-0.851030699,0.3947523,0.729443062,6,-1,94604529,94700158,protein_coding,8.840514846,10.52623801,137.6313101,7.403888982,40.4350545,0,0.137008602090303,5,TRUE,1 - high confidence,Leucine-rich repeats and immunoglobulin-like domains protein 1,no
Lrig2,ENSMUSG00000032913.13,ENSMUSG00000032913,1265.07058,0.037659347,0.393170888,0.095783661,0.923692395,0.980945683,3,-1,104396418,104511918,protein_coding,1208.693749,1590.776987,814.4702547,1393.744393,882.7059378,1711.44423,0.0083550397418286,6,TRUE,1 - high confidence,Leucine-rich repeats and immunoglobulin-like domains protein 2,no
Lrp11,ENSMUSG00000019796.12,ENSMUSG00000019796,54.67169818,0.030345554,1.437169755,0.021114801,0.983154078,0.996746165,10,1,7589800,7625483,protein_coding,8.65501895,4.543586347,54.14634635,125.7516299,36.05155078,139.7545247,0.00141542661870781,6,TRUE,1 - high confidence,Low-density lipoprotein receptor-related protein 11,no
Lrp4,ENSMUSG00000027253.15,ENSMUSG00000027253,1628.092444,-0.838793085,0.49393616,-1.698181167,0.089473574,0.362736395,2,1,91457511,91513779,protein_coding,1448.187549,2748.663584,931.1356173,2313.99804,630.4634258,1185.219742,0.440408867483556,6,TRUE,1 - high confidence,Low-density lipoprotein receptor-related protein 4,no
Lrp5,ENSMUSG00000024913.16,ENSMUSG00000024913,64.53932313,-1.585332651,0.747496738,-2.120855609,0.033933955,0.216148632,19,-1,3584828,3686564,protein_coding,51.42912591,89.54284134,80.13877858,186.6191263,31.45002505,33.11446232,0.66524750876198,6,TRUE,1 - high confidence,Low-density lipoprotein receptor-related protein 5,no
Lrpap1,ENSMUSG00000029103.16,ENSMUSG00000029103,9236.719278,0.047828204,0.174854958,0.27353073,0.784445274,0.938447635,5,-1,35091501,35105766,protein_coding,9682.823814,10246.42823,7616.737792,9643.844139,9105.268919,8987.354357,0.0275899558236957,6,TRUE,3 - unspecific,Alpha-2-macroglobulin receptor-associated protein,no
Lrrc8a,ENSMUSG00000007476.18,ENSMUSG00000007476,13249.69071,0.337460793,0.257815527,1.308923466,0.190560277,0.529253044,2,1,30237715,30263790,protein_coding,12267.68269,10605.83657,13610.22198,11283.99369,12642.02741,19068.12805,0.276336635455738,6,TRUE,2 - putative,Leucine-rich repeat-containing protein 8A,no
Lrrc8b,ENSMUSG00000070639.5,ENSMUSG00000070639,600.7041336,0.51155227,0.774348281,0.660622982,0.508854127,0.805911081,5,1,105415775,105490074,protein_coding,613.5732223,233.7715797,836.1667229,423.1826628,1299.853722,181.5522365,0.0937128727871356,6,TRUE,2 - putative,Leucine-rich repeat-containing protein 8B,no
Lrrc8c,ENSMUSG00000054720.12,ENSMUSG00000054720,2058.869202,0.08275555,0.311911066,0.265317773,0.790764674,0.939639016,5,1,105519388,105613018,protein_coding,2181.465877,1839.259589,2659.51575,1532.359911,2358.765902,1732.947587,0.0270389586018446,6,TRUE,2 - putative,Leucine-rich repeat-containing protein 8C,no
Lrrn4,ENSMUSG00000043110.2,ENSMUSG00000043110,302.4667531,-0.054012817,0.575800163,-0.093804797,0.925264221,0.981083021,2,-1,132868305,132880891,protein_coding,246.5596206,220.8341001,174.2496126,545.8050787,285.7602437,349.9606878,0.00829424028916874,6,TRUE,1 - high confidence,Leucine-rich repeat neuronal protein 4,no
Lrrn4cl,ENSMUSG00000071656.7,ENSMUSG00000071656,25.31797867,-0.204712906,0.944654949,-0.21670654,0.828437051,0.951231217,19,1,8850768,8853909,protein_coding,24.36616343,32.82953467,31.7490898,17.62843343,16.2308457,29.42140706,0.0217139057102439,6,TRUE,1 - high confidence,LRRN4 C-terminal-like protein,no
Ltb,ENSMUSG00000024399.5,ENSMUSG00000024399,2369.630662,0.157647303,0.50455342,0.312449182,0.754699178,0.927411382,17,1,35194439,35196320,protein_coding,1998.310827,924.321694,3668.400391,2178.837177,2348.325545,3096.347842,0.0327275783674738,6,TRUE,2 - putative,Lymphotoxin-beta,no
Ltbp1,ENSMUSG00000001870.16,ENSMUSG00000001870,56.48675252,-1.293873077,0.729431411,-1.773810474,0.076094505,0.330253985,17,1,75005568,75392512,protein_coding,28.72803057,97.12447856,97.17568696,101.1361437,53.48869491,31.64118297,0.481151933280222,6,TRUE,1 - high confidence,Latent-transforming growth factor beta-binding protein 1,no
Ltbp4,ENSMUSG00000040488.17,ENSMUSG00000040488,108.3689636,-1.520080936,0.749925815,-2.026975077,0.042664962,0.24311444,7,-1,27305136,27337692,protein_coding,62.88566177,248.8649015,67.38723898,162.5837682,65.99137244,32.35395218,0.614189245080676,6,TRUE,1 - high confidence,Latent-transforming growth factor beta-binding protein 4,no
Ltbr,ENSMUSG00000030339.7,ENSMUSG00000030339,619.3055423,-0.211538606,0.502132403,-0.421280532,0.673550245,0.890055244,6,-1,125306571,125313885,protein_coding,582.9137155,505.7984232,1101.910989,397.3786778,666.1181608,457.5842601,0.050583036703661,6,TRUE,1 - high confidence,Tumor necrosis factor receptor superfamily member 3,no
Ly75,ENSMUSG00000026980.15,ENSMUSG00000026980,1700.752835,-1.479151428,0.388191662,-3.810363726,0.000138762,0.008389044,2,-1,60292103,60383303,protein_coding,894.5602042,3242.703294,1308.393607,3112.69929,949.6346516,830.9922553,2.07628752775064,6,TRUE,1 - high confidence,Lymphocyte antigen 75,CD205
Ly9,ENSMUSG00000004707.14,ENSMUSG00000004707,1515.896759,0.346987029,0.283260316,1.22497579,0.220584342,0.564160287,1,-1,171588624,171607410,protein_coding,2168.585576,1292.370223,1367.058306,1411.651531,1641.777762,1258.876327,0.248597488446135,6,TRUE,1 - high confidence,T-lymphocyte surface antigen Ly-9,CD229
M6pr,ENSMUSG00000007458.14,ENSMUSG00000007458,15136.36563,-0.38756666,0.125236668,-3.094674007,0.001970293,0.042702078,6,1,122308720,122317680,protein_coding,13106.01903,17359.29279,16937.62034,17870.54851,12215.47721,13698.27853,1.3695509905025,6,TRUE,1 - high confidence,Cation-dependent mannose-6-phosphate receptor,no
Man1a2,ENSMUSG00000008763.16,ENSMUSG00000008763,2593.002993,-0.589628216,0.398313275,-1.480312743,0.138789804,0.45247608,3,-1,100562208,100685503,protein_coding,1962.911818,2723.374679,2243.079225,4754.863569,2865.496842,1465.11973,0.344404374687706,6,TRUE,2 - putative,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",no
Man2a1,ENSMUSG00000024085.13,ENSMUSG00000024085,1305.483739,0.346513308,0.610743862,0.567362736,0.570467762,0.839650574,17,1,64600736,64755110,protein_coding,739.322557,671.5089235,324.8836038,1599.403244,838.9969723,1627.395566,0.0759014107903944,6,TRUE,2 - putative,Alpha-mannosidase 2,no
Man2b1,ENSMUSG00000005142.10,ENSMUSG00000005142,5663.388387,-0.916245971,0.282545445,-3.242826904,0.001183501,0.031822204,8,1,85083270,85098282,protein_coding,4716.424993,9699.750571,5556.472543,7125.285427,3522.893228,3339.002342,1.49726974449176,6,TRUE,3 - unspecific,Lysosomal alpha-mannosidase,no
Mbtps1,ENSMUSG00000031835.16,ENSMUSG00000031835,2654.09256,0.328971314,0.231669122,1.420005011,0.155606222,0.478660158,8,-1,119508156,119558735,protein_coding,2596.198823,1945.552572,2312.401332,2580.92512,2496.415692,3316.82021,0.319972720169723,6,TRUE,1 - high confidence,Membrane-bound transcription factor site-1 protease,no
Mbtps2,ENSMUSG00000046873.18,ENSMUSG00000046873,888.702582,0.500771585,0.33943222,1.475321301,0.140126182,0.454001584,X,-1,157535371,157598715,protein_coding,865.3167887,533.7142957,954.0234354,714.1957312,1110.860439,1082.29615,0.342942631897832,6,TRUE,2 - putative,Membrane-bound transcription factor site-2 protease,no
Mc2r,ENSMUSG00000045569.7,ENSMUSG00000045569,224.9379462,-1.677649403,1.39075677,-1.206285268,0.227707516,0.573701407,18,-1,68406907,68429320,protein_coding,101.6123678,289.3164244,390.6651304,360.483425,216.3883355,0,0.24131408501108,5,TRUE,1 - high confidence,Adrenocorticotropic hormone receptor,no
Mcoln1,ENSMUSG00000004567.16,ENSMUSG00000004567,1244.962477,-0.710182158,0.469103452,-1.513913734,0.13004772,0.440318183,8,1,3500457,3515232,protein_coding,1093.756631,2451.811713,935.9445822,1494.887001,1228.695064,582.9869415,0.356233379919732,6,TRUE,1 - high confidence,Mucolipin-1,no
Mcoln2,ENSMUSG00000011008.13,ENSMUSG00000011008,1093.070727,1.446607124,0.564489574,2.562681743,0.010386721,0.109625239,3,1,146149833,146195513,protein_coding,1054.636288,567.6471982,242.4998664,1049.180415,1713.158119,2153.327329,0.960089446795636,6,TRUE,2 - putative,Mucolipin-2,no
Mdga1,ENSMUSG00000043557.16,ENSMUSG00000043557,1261.092458,0.996254963,0.494564079,2.014410278,0.043966476,0.247252174,17,-1,29827949,29970087,protein_coding,2873.058165,1398.422489,997.7217428,596.9925841,1026.241278,1951.61843,0.606859881117829,6,TRUE,1 - high confidence,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,no
Mdga2,ENSMUSG00000034912.17,ENSMUSG00000034912,53.26241491,1.013033436,0.671203465,1.509279212,0.131227445,0.441395583,12,-1,66466060,67222549,protein_coding,85.92094603,44.556086,31.84502816,31.20864259,63.0294587,63.27454936,0.355172017092634,6,TRUE,1 - high confidence,MAM domain-containing glycosylphosphatidylinositol anchor protein 2,no
Megf8,ENSMUSG00000045039.9,ENSMUSG00000045039,127.3330621,0.807098984,0.547045304,1.475378691,0.140110761,0.454001584,7,1,25317164,25365917,protein_coding,100.7435853,101.9779694,97.76864693,74.95260515,194.4418194,175.2531137,0.342942631897832,6,TRUE,1 - high confidence,Multiple epidermal growth factor-like domains protein 8,no
Megf9,ENSMUSG00000039270.9,ENSMUSG00000039270,3548.73721,-1.422325839,0.50872623,-2.795857094,0.005176228,0.073631714,4,-1,70427065,70534995,protein_coding,2348.757323,5927.218641,1797.710352,8234.297985,1795.550048,1641.367362,1.13293508989301,6,TRUE,1 - high confidence,Multiple epidermal growth factor-like domains protein 9,no
Mettl9,ENSMUSG00000030876.7,ENSMUSG00000030876,5036.394566,-0.78042706,0.359710658,-2.169596708,0.030037411,0.201281319,7,1,121034445,121078329,protein_coding,4301.953463,7900.587721,4146.429743,7506.948827,4384.169707,2406.683317,0.696196530286173,6,TRUE,3 - unspecific,Methyltransferase-like protein 9,no
Mfap3l,ENSMUSG00000031647.10,ENSMUSG00000031647,343.0963095,-0.20530732,0.774919708,-0.264940119,0.791055591,0.939639016,8,1,60632827,60676729,protein_coding,179.7915466,583.5144767,342.0657877,322.4139345,121.2152718,757.5934483,0.0270389586018446,6,TRUE,1 - high confidence,Microfibrillar-associated protein 3-like,no
Mfge8,ENSMUSG00000030605.15,ENSMUSG00000030605,3961.877501,0.140035665,0.513971013,0.272458294,0.785269655,0.938939912,7,-1,79133768,79149060,protein_coding,3685.664336,1698.564568,6344.100186,3292.333301,2821.63064,5814.920366,0.0273621997699076,6,TRUE,1 - high confidence,Lactadherin,no
Mfsd2a,ENSMUSG00000028655.11,ENSMUSG00000028655,80.0794747,-0.094021659,1.654048885,-0.056843338,0.954669991,0.990810297,4,-1,122946850,122961188,protein_coding,64.60453242,133.0656584,21.20035066,98.94304026,0,166.0144258,0.00400948865559626,5,TRUE,1 - high confidence,Major facilitator superfamily domain-containing protein 2A,no
Mfsd8,ENSMUSG00000025759.11,ENSMUSG00000025759,1121.500673,0.427189647,0.207401492,2.059723108,0.039425019,0.233434047,3,-1,40818103,40846886,protein_coding,1206.327533,1026.58058,1014.028516,1000.140596,1297.871962,1497.398402,0.631835800622043,6,TRUE,2 - putative,Major facilitator superfamily domain-containing protein 8,no
Mgat2,ENSMUSG00000043998.10,ENSMUSG00000043998,2699.2267,-1.416665661,0.482626597,-2.935324469,0.003331991,0.057990101,12,1,69184157,69186770,protein_coding,1288.192085,1666.286163,4499.769903,5751.532342,1941.446901,1141.310258,1.2366461348506,6,TRUE,3 - unspecific,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",no
Mgat4b,ENSMUSG00000036620.14,ENSMUSG00000036620,490.6493675,-0.94894672,1.113221883,-0.852432686,0.393973985,0.72883828,11,1,50210890,50235103,protein_coding,339.506079,283.1591898,651.3975956,877.4315988,571.5663095,6.557837121,0.137368825447549,6,TRUE,3 - unspecific,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",no
Mgat5,ENSMUSG00000036155.13,ENSMUSG00000036155,3654.503925,-0.310684514,0.234204617,-1.326551619,0.184657049,0.521208284,1,1,127205015,127488336,protein_coding,3817.486232,4036.495957,4546.556569,3691.117445,2587.792821,3297.236898,0.282988690298483,6,TRUE,2 - putative,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",no
Mmrn1,ENSMUSG00000054641.10,ENSMUSG00000054641,10161.33584,1.053343918,0.490818024,2.14609869,0.031865106,0.207281084,6,1,60924976,60989378,protein_coding,12243.2516,3880.708748,7650.149905,8593.645556,6417.776829,22312.16783,0.683440328823913,6,TRUE,1 - high confidence,Multimerin-1,no
Mogs,ENSMUSG00000030036.8,ENSMUSG00000030036,2943.81091,0.067539075,0.232650098,0.29030323,0.771584268,0.93427906,6,1,83115496,83118898,protein_coding,2678.359336,3356.834373,2671.650171,2715.277267,3609.943026,2665.743573,0.0295233848870855,6,TRUE,2 - putative,Mannosyl-oligosaccharide glucosidase,no
Mppe1,ENSMUSG00000062526.4,ENSMUSG00000062526,5362.213993,-0.375562461,0.426981356,-0.879575785,0.379089162,0.717064809,18,-1,67225043,67245830,protein_coding,5066.428043,7670.475264,2985.540908,7858.318082,3050.495977,5779.61265,0.144441590609606,6,TRUE,2 - putative,Metallophosphoesterase 1,no
Mpzl1,ENSMUSG00000026566.15,ENSMUSG00000026566,965.3447099,-0.896304799,0.440558951,-2.034471883,0.041904041,0.240168523,1,-1,165592240,165634538,protein_coding,795.5145219,1528.897417,728.7514381,1562.79553,418.1073655,787.6008974,0.619483912766569,6,TRUE,1 - high confidence,Myelin protein zero-like protein 1,no
Msln,ENSMUSG00000063011.7,ENSMUSG00000063011,46.13210923,1.271890324,0.741595762,1.715072265,0.086331979,0.355967692,17,-1,25748613,25754378,protein_coding,66.49685507,32.15445916,18.92736271,31.62922266,49.92332322,78.24058851,0.448589417259834,6,TRUE,1 - high confidence,Mesothelin,no
Mxra8,ENSMUSG00000029070.9,ENSMUSG00000029070,84.39422537,2.104106204,2.716908754,0.774448609,0.438665548,0.759523416,4,1,155839680,155844088,protein_coding,127.5938477,0,66.03497951,0,156.2388519,0,0.119458832357053,3,TRUE,1 - high confidence,Matrix-remodeling-associated protein 8,no
Mybbp1a,ENSMUSG00000040463.16,ENSMUSG00000040463,6098.18009,0.429104731,0.339308519,1.264644731,0.205998711,0.549599656,11,1,72441355,72451768,protein_coding,3940.01043,4599.174306,5967.025936,4290.168949,8065.62968,7600.739135,0.259953547777743,6,TRUE,2 - putative,Myb-binding protein 1A,no
Myl12b,ENSMUSG00000034868.9,ENSMUSG00000034868,35048.5877,-0.429858254,0.270558804,-1.588779402,0.112110205,0.409358164,17,-1,70973133,70990890,protein_coding,36662.83235,49555.03189,31303.40761,43772.14152,22611.08521,31082.03989,0.387896543872701,6,TRUE,3 - unspecific,Myosin regulatory light chain 12B,no
Myo9a,ENSMUSG00000039585.15,ENSMUSG00000039585,773.7270491,1.531961687,0.264524689,5.791375059,6.98e-09,3.85e-06,9,1,59750896,59928866,protein_coding,1050.891053,428.1903929,321.7979381,365.3410742,906.7976143,1195.38735,5.4145392704915,6,TRUE,2 - putative,Myosin-IXa,no
Naga,ENSMUSG00000022453.8,ENSMUSG00000022453,1687.147868,-0.206589555,0.291986252,-0.707531787,0.479236066,0.785392266,15,-1,82329532,82338925,protein_coding,1683.648992,1621.935265,2067.242597,1426.260985,1113.46573,1554.797281,0.104913379676322,6,TRUE,3 - unspecific,Alpha-N-acetylgalactosaminidase,no
Nagpa,ENSMUSG00000023143.10,ENSMUSG00000023143,1427.307086,0.048593634,0.497347184,0.097705659,0.922166022,0.980525732,16,-1,5195289,5204012,protein_coding,1783.974046,1409.685911,1339.999984,1167.78953,1684.81583,495.6650252,0.00854100462855772,6,TRUE,1 - high confidence,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,no
Nat10,ENSMUSG00000027185.15,ENSMUSG00000027185,925.7302694,-0.632747072,0.30973637,-2.042856869,0.041066609,0.237496005,2,-1,103721256,103761270,protein_coding,670.5197196,982.9445126,1232.505297,766.5917687,679.115143,538.3962164,0.624343691390894,6,TRUE,2 - putative,N-acetyltransferase 10,no
Ncam1,ENSMUSG00000039542.16,ENSMUSG00000039542,21910.56475,-0.869958256,0.468249257,-1.857895646,0.063183835,0.301045966,9,-1,49502136,49798925,protein_coding,20417.51136,42399.64117,13941.0081,27594.38619,8034.222861,16301.67277,0.521367187940899,6,TRUE,1 - high confidence,Neural cell adhesion molecule 1,CD56
Nceh1,ENSMUSG00000027698.14,ENSMUSG00000027698,3097.983934,-0.400424181,0.265970372,-1.505521753,0.132189989,0.443011622,3,1,27182965,27284608,protein_coding,2425.452381,3405.435903,4419.363461,2770.400624,2473.679347,2980.675529,0.353584880313586,6,TRUE,3 - unspecific,Neutral cholesterol ester hydrolase 1,no
Ncl,ENSMUSG00000026234.12,ENSMUSG00000026234,34668.83897,0.364890917,0.320725532,1.137704612,0.255243847,0.602342268,1,-1,86344719,86359400,protein_coding,27552.19128,25517.04145,39268.1595,28154.54576,52935.86268,36878.80601,0.220156660131638,6,TRUE,3 - unspecific,Nucleolin,no
Ncln,ENSMUSG00000020238.14,ENSMUSG00000020238,2730.058621,-1.049707044,0.569225422,-1.844097264,0.065168967,0.305380221,10,-1,81486249,81496392,protein_coding,2724.293035,4441.280562,2369.327999,4197.347027,1940.932636,519.592406,0.515159094944068,6,TRUE,1 - high confidence,Nicalin,no
Ncstn,ENSMUSG00000003458.12,ENSMUSG00000003458,7102.776828,-0.638072718,0.426780507,-1.495084023,0.134892515,0.446424593,1,-1,172066013,172082795,protein_coding,8294.346331,10729.05869,5511.087937,10248.06404,2988.286254,5326.259369,0.350251888644857,6,TRUE,1 - high confidence,Nicastrin,no
Ndufa2,ENSMUSG00000014294.4,ENSMUSG00000014294,12048.90506,-0.027387739,0.229055549,-0.119568111,0.904825282,0.975832227,18,-1,36742332,36744557,protein_coding,10308.28611,13890.72253,11569.99475,11647.73865,14907.20592,10370.3007,0.0106248433490286,6,TRUE,3 - unspecific,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,no
Neo1,ENSMUSG00000032340.8,ENSMUSG00000032340,111.0288467,2.937231166,2.175345906,1.350236373,0.176940174,0.509377376,9,-1,58874687,59036441,protein_coding,56.09552048,0,56.59878144,21.29529948,0,537.1445134,0.292960348136744,4,TRUE,1 - high confidence,Neogenin,no
Nlgn2,ENSMUSG00000051790.15,ENSMUSG00000051790,299.1100229,0.50034261,0.758835273,0.659356026,0.509667173,0.806084303,11,-1,69823122,69837784,protein_coding,147.4441047,128.3744851,448.6021328,168.6502918,289.3893744,604.8879742,0.0936195358461238,6,TRUE,1 - high confidence,Neuroligin-2,no
Nop56,ENSMUSG00000027405.16,ENSMUSG00000027405,25989.3131,0.174857438,0.229657496,0.761383544,0.446428013,0.763684314,2,1,130274430,130279313,protein_coding,21581.15074,26109.38583,24606.672,22438.02532,33774.19039,25418.00678,0.117086129671338,6,TRUE,3 - unspecific,Nucleolar protein 56,no
Notch1,ENSMUSG00000026923.15,ENSMUSG00000026923,1436.430821,-0.127414779,0.319242447,-0.399116032,0.68980771,0.896418354,2,-1,26457903,26516663,protein_coding,1152.924006,1436.108404,1829.635128,1278.430167,1129.910396,1799.22006,0.0474892599467516,6,TRUE,1 - high confidence,Neurogenic locus notch homolog protein 1,no
Notch2,ENSMUSG00000027878.11,ENSMUSG00000027878,24272.61704,1.215140535,0.405502202,2.99663116,0.002729808,0.051870872,3,1,98013527,98150361,protein_coding,24109.69571,10812.8286,22914.18007,10435.94101,31332.03107,45512.81297,1.2850764510308,6,TRUE,1 - high confidence,Neurogenic locus notch homolog protein 2,no
Npc1,ENSMUSG00000024413.14,ENSMUSG00000024413,353.0606923,0.272896441,0.66309675,0.411548452,0.680670421,0.892549619,18,-1,12189692,12236400,protein_coding,381.9780474,567.0228171,295.3302185,109.5489462,479.1372157,285.5137446,0.0493676310601405,6,TRUE,1 - high confidence,Niemann-Pick C1 protein,no
Npr2,ENSMUSG00000028469.15,ENSMUSG00000028469,90.70659341,1.639512071,1.632905642,1.004045811,0.315356533,0.66257613,4,1,43631935,43651244,protein_coding,156.9897184,0,9.347056044,134.1331691,70.8161926,205.9993392,0.178764214086438,5,TRUE,1 - high confidence,Atrial natriuretic peptide receptor 2,no
Nptn,ENSMUSG00000032336.17,ENSMUSG00000032336,2550.197661,-0.594337392,0.368581438,-1.612499521,0.106853284,0.398287093,9,1,58582240,58657955,protein_coding,1495.377338,3462.104151,1924.453773,3440.410988,2663.19399,1535.75747,0.399803767227887,6,TRUE,1 - high confidence,Neuroplastin,no
Nrp1,ENSMUSG00000025810.9,ENSMUSG00000025810,125.3547196,3.430517165,1.191289015,2.879668259,0.003980938,0.064129839,8,1,128358604,128503363,protein_coding,14.21455444,6.518819523,21.79433519,36.27446333,411.1943589,254.7720957,1.1929398503915,6,TRUE,1 - high confidence,Neuropilin-1,CD304
Nrxn1,ENSMUSG00000024109.18,ENSMUSG00000024109,1352.551116,1.964165034,0.599585404,3.275871993,0.001053363,0.029880677,17,-1,90033631,91093071,protein_coding,1242.199195,278.3482824,798.3571155,561.5153248,1206.494235,3842.399354,1.52460956702955,6,TRUE,1 - high confidence,Neurexin-1-alpha,no
Nt5e,ENSMUSG00000032420.8,ENSMUSG00000032420,12.16027688,-6.133892491,3.184922872,-1.925915552,0.054114919,0.276229207,9,1,88327197,88372092,protein_coding,0,0,4.572345711,64.53955239,0,0.821046785,0.558730403352185,3,TRUE,1 - high confidence,5'-nucleotidase,CD73
Nup210,ENSMUSG00000030091.17,ENSMUSG00000030091,3608.035935,-0.12833767,0.324779271,-0.395153514,0.692729597,0.89751793,6,-1,91013068,91116829,protein_coding,4884.492884,3842.284115,4802.078946,3177.029885,2688.507213,3047.321428,0.0469568666245409,6,TRUE,1 - high confidence,Nuclear pore membrane glycoprotein 210,no
Olfm1,ENSMUSG00000026833.18,ENSMUSG00000026833,84.13532693,-0.525923642,2.162897272,-0.243157014,0.807883766,0.94612318,2,1,28192992,28230736,protein_coding,69.29904785,0,134.1461718,134.795675,114.0998425,0,0.0240523171799594,4,TRUE,1 - high confidence,Noelin,no
Ostm1,ENSMUSG00000038280.12,ENSMUSG00000038280,3703.690779,-0.181818411,0.272841872,-0.666387494,0.505163454,0.803905306,10,1,42583822,42702459,protein_coding,2980.013479,4807.444724,2782.42814,4381.773639,3801.745014,3508.482533,0.0947951048630997,6,TRUE,1 - high confidence,Osteopetrosis-associated transmembrane protein 1,no
P2rx1,ENSMUSG00000020787.14,ENSMUSG00000020787,1079.142435,-0.370077637,0.398893768,-0.927759885,0.353532137,0.695260867,11,1,72999103,73015200,protein_coding,1186.307529,1360.863083,886.0931808,1274.155538,952.4690336,519.6783068,0.157852214342621,6,TRUE,2 - putative,P2X purinoceptor 1,no
P2rx4,ENSMUSG00000029470.15,ENSMUSG00000029470,1206.950488,-0.33320244,0.479881423,-0.694343277,0.487466957,0.791523682,5,1,122707544,122729738,protein_coding,1494.877423,672.1753724,1949.74303,1578.000165,899.1133713,885.3017618,0.101536086729536,6,TRUE,2 - putative,P2X purinoceptor 4,no
P2rx7,ENSMUSG00000029468.17,ENSMUSG00000029468,71.37147343,1.577895729,1.736067749,0.908890641,0.363407854,0.702357524,5,1,122643911,122691432,protein_coding,49.60690313,22.98962934,41.74276356,69.86055879,0,343.6741725,0.153441760840861,5,TRUE,1 - high confidence,P2X purinoceptor 7,no
P2ry10,ENSMUSG00000050921.12,ENSMUSG00000050921,369.8676836,0.797090585,0.995546633,0.800656201,0.423330705,0.74886941,X,1,107088492,107104974,protein_coding,374.3196409,26.58555471,595.3909206,190.6572938,229.2617891,798.3008855,0.125593909217923,6,TRUE,1 - high confidence,Putative P2Y purinoceptor 10,no
P4ha1,ENSMUSG00000019916.14,ENSMUSG00000019916,1039.5227,0.222402311,0.388458716,0.572524961,0.566966381,0.838166515,10,1,59323296,59373304,protein_coding,805.6976805,1099.279232,697.0991517,1130.029122,1577.459917,943.7265805,0.0766696933485217,6,TRUE,3 - unspecific,Prolyl 4-hydroxylase subunit alpha-1,no
Pa2g4,ENSMUSG00000025364.13,ENSMUSG00000025364,10420.48275,0.188030078,0.267701658,0.702386677,0.482438052,0.787727432,10,-1,128557766,128565987,protein_coding,8503.861988,9194.285274,12085.93746,8163.570346,12737.55262,11653.79423,0.103624030297111,6,TRUE,3 - unspecific,Proliferation-associated protein 2G4,no
Panx1,ENSMUSG00000031934.14,ENSMUSG00000031934,1266.032869,-0.356490538,0.456147419,-0.781524839,0.434493874,0.756481439,9,-1,15002128,15045478,protein_coding,981.9225691,742.3174153,2090.944087,1962.280639,1361.726424,1332.45518,0.121201723343067,6,TRUE,1 - high confidence,Pannexin-1,no
Pbxip1,ENSMUSG00000042613.9,ENSMUSG00000042613,4299.370457,-0.551169797,0.312851202,-1.761763397,0.078109281,0.33525917,3,1,89436706,89450952,protein_coding,4578.457241,5900.292161,4152.966239,5756.430947,2340.361383,3625.172573,0.47461933450266,6,TRUE,2 - putative,Pre-B-cell leukemia transcription factor-interacting protein 1,no
